timestamps,open,high,low,close,volume,amount
2025-05-14 00:00:00+00:00,104159.984375,104159.984375,103816.8125,103921.6640625,0,0.0
2025-05-14 01:00:00+00:00,103927.8203125,104028.8046875,103741.96875,103767.5234375,0,0.0
2025-05-14 02:00:00+00:00,103737.7578125,103741.2421875,103532.4921875,103718.515625,0,0.0
2025-05-14 03:00:00+00:00,103692.1953125,103726.2578125,103469.7890625,103570.0,16215834624,1679473992007680.0
2025-05-14 04:00:00+00:00,103535.578125,103806.5859375,103481.796875,103717.421875,0,0.0
2025-05-14 05:00:00+00:00,103715.3984375,103953.2265625,103708.7890625,103857.3046875,463781888,48167136850560.0
2025-05-14 06:00:00+00:00,103876.1875,103906.3046875,103676.3828125,103761.59375,0,0.0
2025-05-14 07:00:00+00:00,103749.5390625,103775.3671875,103420.921875,103775.3671875,270336000,28054217664000.0
2025-05-14 08:00:00+00:00,103706.40625,103814.0625,103482.8125,103482.8125,298606592,30900649971200.0
2025-05-14 09:00:00+00:00,103240.2890625,103488.515625,102937.3984375,103488.515625,482217984,49904023371840.0
2025-05-14 10:00:00+00:00,103479.46875,103895.9765625,103463.0703125,103752.28125,81965056,8504061542784.0
2025-05-14 11:00:00+00:00,103705.0078125,104075.6328125,103705.0078125,103917.234375,383909888,39894853810176.0
2025-05-14 12:00:00+00:00,103943.3671875,104183.2109375,103916.7265625,104011.2109375,0,0.0
2025-05-14 13:00:00+00:00,104004.6328125,104269.484375,103608.3203125,103871.546875,547545088,56874355274368.0
2025-05-14 14:00:00+00:00,103943.6875,103943.6875,102975.9453125,103276.1484375,752660480,77731875455520.0
2025-05-14 15:00:00+00:00,103273.3515625,103501.609375,102890.1953125,103488.6953125,298192896,30859593758496.0
2025-05-14 16:00:00+00:00,103500.7578125,103611.2578125,103234.9921875,103384.6171875,0,0.0
2025-05-14 17:00:00+00:00,103379.90625,103401.3203125,102632.3515625,103248.8828125,0,0.0
2025-05-14 18:00:00+00:00,103237.484375,103436.125,103072.8203125,103406.953125,555749376,57468349673280.0
2025-05-14 19:00:00+00:00,103497.7890625,103723.375,103299.3046875,103299.3046875,0,0.0
2025-05-14 20:00:00+00:00,103350.4609375,103656.6953125,103329.71875,103564.7265625,0,0.0
2025-05-14 21:00:00+00:00,103563.5234375,103660.71875,103486.75,103629.21875,0,0.0
2025-05-14 22:00:00+00:00,103614.0,103614.0,103467.0859375,103511.5078125,255946752,26493434219232.0
2025-05-14 23:00:00+00:00,103494.9921875,103594.21875,103448.9609375,103542.5,0,0.0
2025-05-15 00:00:00+00:00,103531.7265625,103872.421875,103508.1015625,103806.5546875,3264512,338877743456.0
2025-05-15 01:00:00+00:00,103805.2734375,103805.2734375,103010.8359375,103062.6875,0,0.0
2025-05-15 02:00:00+00:00,103060.671875,103212.9609375,102943.4140625,103073.8359375,0,0.0
2025-05-15 03:00:00+00:00,103064.3046875,103101.2890625,102769.4375,102780.8125,214183936,22013998966528.0
2025-05-15 04:00:00+00:00,102757.2421875,102940.0234375,102726.8359375,102903.890625,0,0.0
2025-05-15 05:00:00+00:00,102897.1953125,102897.1953125,102383.0625,102388.453125,550174720,56331538529280.0
2025-05-15 06:00:00+00:00,102408.09375,102656.71875,102198.4453125,102233.9375,0,0.0
2025-05-15 07:00:00+00:00,102287.8828125,102424.5625,101752.96875,101819.8515625,1181728768,120323447744896.0
2025-05-15 08:00:00+00:00,101956.3515625,102325.1328125,101913.78125,102325.1328125,0,0.0
2025-05-15 09:00:00+00:00,102260.21875,102260.21875,101548.4921875,101898.3359375,0,0.0
2025-05-15 10:00:00+00:00,101832.5234375,101928.2421875,101643.90625,101754.7109375,444653568,45245595279168.0
2025-05-15 11:00:00+00:00,101825.0625,102435.7578125,101808.390625,102374.3203125,404975616,41459103431136.0
2025-05-15 12:00:00+00:00,102395.5625,102801.109375,102308.5078125,102535.328125,0,0.0
2025-05-15 13:00:00+00:00,102565.40625,102765.6953125,101647.171875,102146.3046875,344428544,35182102998496.0
2025-05-15 14:00:00+00:00,102126.9921875,102352.296875,101450.0703125,101945.0546875,0,0.0
2025-05-15 15:00:00+00:00,101967.609375,103258.15625,101967.609375,103227.4765625,0,0.0
2025-05-15 16:00:00+00:00,103270.8125,103791.21875,103062.40625,103783.046875,739106816,76706757330560.0
2025-05-15 17:00:00+00:00,103813.953125,104148.5859375,103693.2421875,103981.28125,610713600,63502782604800.0
2025-05-15 18:00:00+00:00,103979.34375,103979.34375,102679.7109375,102679.7109375,251060224,25778791228224.0
2025-05-15 19:00:00+00:00,102701.4296875,103219.03125,102643.234375,103219.03125,1775292416,183243963364992.0
2025-05-15 20:00:00+00:00,103185.015625,103484.8671875,102941.625,103468.40625,162799616,16844616805632.0
2025-05-15 21:00:00+00:00,103454.640625,103454.640625,102777.46875,103267.3359375,1374232576,141913337082048.0
2025-05-15 22:00:00+00:00,103276.171875,103947.8515625,103276.171875,103521.234375,0,0.0
2025-05-15 23:00:00+00:00,103514.1328125,103868.5390625,103289.3828125,103743.5859375,1656754176,171877619235168.0
2025-05-16 00:00:00+00:00,103752.484375,104001.734375,103702.796875,103732.1640625,0,0.0
2025-05-16 01:00:00+00:00,103747.3203125,104067.109375,103496.921875,104028.8984375,1242583040,129264544868320.0
2025-05-16 02:00:00+00:00,104057.6953125,104416.515625,103955.4296875,104182.0,0,0.0
2025-05-16 03:00:00+00:00,104183.0234375,104309.265625,104033.7421875,104033.7421875,1226321920,127578858464160.0
2025-05-16 04:00:00+00:00,104041.1328125,104178.3046875,103834.359375,103916.515625,950448128,98767257744064.0
2025-05-16 05:00:00+00:00,103922.8828125,104136.6796875,103873.4921875,103933.5,0,0.0
2025-05-16 06:00:00+00:00,103919.4375,104092.21875,103916.75,103987.6796875,0,0.0
2025-05-16 07:00:00+00:00,103987.140625,104147.015625,103732.0546875,103732.0546875,478277632,49612721478432.0
2025-05-16 08:00:00+00:00,103741.125,103753.7734375,103137.4765625,103421.015625,0,0.0
2025-05-16 09:00:00+00:00,103417.59375,103808.6953125,103417.59375,103808.6953125,1009291264,104773209306144.0
2025-05-16 10:00:00+00:00,103805.5078125,103881.8984375,103674.609375,103857.40625,257441792,26737236777472.0
2025-05-16 11:00:00+00:00,103851.25,103901.8359375,103603.8203125,103676.6640625,0,0.0
2025-05-16 12:00:00+00:00,103665.6171875,103778.890625,103547.796875,103547.796875,0,0.0
2025-05-16 13:00:00+00:00,103558.6796875,104081.1953125,103494.3046875,104081.1953125,0,0.0
2025-05-16 14:00:00+00:00,104028.296875,104028.296875,103396.75,103583.4453125,473636864,49060938200128.0
2025-05-16 15:00:00+00:00,103604.6328125,104178.8203125,103604.6328125,104135.71875,0,0.0
2025-05-16 16:00:00+00:00,104173.96875,104485.3828125,103904.53125,104216.53125,66191360,6898233937920.0
2025-05-16 17:00:00+00:00,104193.1328125,104380.15625,103832.625,103865.796875,0,0.0
2025-05-16 18:00:00+00:00,103889.421875,104088.1640625,103746.234375,103770.1484375,0,0.0
2025-05-16 19:00:00+00:00,103732.6328125,104018.640625,103618.0,104017.1328125,0,0.0
2025-05-16 20:00:00+00:00,104021.8984375,104023.0390625,103552.609375,103622.4140625,84217856,8726857545888.0
2025-05-16 21:00:00+00:00,103708.40625,103799.1796875,103539.890625,103608.6953125,0,0.0
2025-05-16 22:00:00+00:00,103612.0078125,103613.109375,103448.0,103504.625,575115264,59527089732096.0
2025-05-16 23:00:00+00:00,103535.2265625,103690.5703125,103460.9453125,103480.421875,0,0.0
2025-05-17 00:00:00+00:00,103495.78125,103559.625,103164.453125,103385.109375,507064320,52422900183360.0
2025-05-17 01:00:00+00:00,103374.8984375,103374.8984375,102675.53125,102819.8125,95252480,9793842133760.0
2025-05-17 02:00:00+00:00,102851.546875,103327.3125,102804.5703125,103274.3359375,0,0.0
2025-05-17 03:00:00+00:00,103289.3515625,103541.328125,103205.1328125,103541.1875,0,0.0
2025-05-17 04:00:00+00:00,103526.1640625,103663.1484375,103495.3359375,103652.359375,2262257664,234488344387776.0
2025-05-17 05:00:00+00:00,103666.3359375,103695.9453125,103361.2109375,103361.2109375,0,0.0
2025-05-17 06:00:00+00:00,103370.1328125,103522.421875,103308.7578125,103489.5234375,559013888,57852080864064.0
2025-05-17 07:00:00+00:00,103487.4609375,103630.140625,103450.328125,103450.328125,0,0.0
2025-05-17 08:00:00+00:00,103473.390625,103558.3046875,103150.75,103430.1328125,0,0.0
2025-05-17 09:00:00+00:00,103443.9296875,103485.4765625,102849.2578125,102946.671875,853356544,87850216127552.0
2025-05-17 10:00:00+00:00,102920.671875,103047.1953125,102860.109375,102880.9453125,0,0.0
2025-05-17 11:00:00+00:00,102902.2109375,103108.265625,102787.21875,103014.3203125,0,0.0
2025-05-17 12:00:00+00:00,103017.671875,103060.8828125,102944.0,102951.1953125,0,0.0
2025-05-17 13:00:00+00:00,102957.671875,103090.0859375,102691.1796875,102698.828125,0,0.0
2025-05-17 14:00:00+00:00,102722.484375,103168.0859375,102722.484375,103150.3671875,0,0.0
2025-05-17 15:00:00+00:00,103149.2890625,103164.8125,102972.890625,102985.5078125,0,0.0
2025-05-17 16:00:00+00:00,102967.3046875,103120.8203125,102792.21875,102900.953125,0,0.0
2025-05-17 17:00:00+00:00,102957.8828125,103311.484375,102957.8828125,103165.0625,0,0.0
2025-05-17 18:00:00+00:00,103165.6875,103271.125,103003.96875,103003.96875,842035200,86732967427200.0
2025-05-17 19:00:00+00:00,103022.046875,103207.40625,102963.296875,103207.40625,0,0.0
2025-05-17 20:00:00+00:00,103181.234375,103430.265625,103118.046875,103404.640625,0,0.0
2025-05-17 21:00:00+00:00,103402.546875,103458.5625,103185.5859375,103270.0,1402716160,144858497843200.0
2025-05-17 22:00:00+00:00,103264.6640625,103264.6640625,102965.75,103103.296875,0,0.0
2025-05-17 23:00:00+00:00,103081.171875,103230.3671875,102996.4609375,103199.3828125,0,0.0
2025-05-18 00:00:00+00:00,103142.6015625,103433.109375,103142.6015625,103399.9609375,0,0.0
2025-05-18 01:00:00+00:00,103398.625,103398.625,103194.671875,103274.5,0,0.0
2025-05-18 02:00:00+00:00,103277.0078125,103367.9453125,103277.0078125,103355.40625,0,0.0
2025-05-18 03:00:00+00:00,103358.9921875,103396.53125,103179.9921875,103300.5390625,0,0.0
2025-05-18 04:00:00+00:00,103309.5390625,103443.25,103306.6328125,103368.5390625,0,0.0
2025-05-18 05:00:00+00:00,103370.6875,103663.1171875,103367.296875,103651.65625,0,0.0
2025-05-18 06:00:00+00:00,103650.703125,103677.3828125,103405.75,103440.859375,853061632,88241428313920.0
2025-05-18 07:00:00+00:00,103445.21875,103925.90625,103445.21875,103925.90625,0,0.0
2025-05-18 08:00:00+00:00,103920.3046875,104053.3046875,103862.734375,103921.03125,1019387904,105935842227456.0
2025-05-18 09:00:00+00:00,103920.2890625,104035.859375,103836.40625,103854.640625,0,0.0
2025-05-18 10:00:00+00:00,103856.3125,103935.625,103811.40625,103856.3125,0,0.0
2025-05-18 11:00:00+00:00,103864.1796875,103975.28125,103826.7578125,103826.7578125,42213376,4382877966400.0
2025-05-18 12:00:00+00:00,103820.3359375,103955.984375,103740.4140625,103952.25,0,0.0
2025-05-18 13:00:00+00:00,103956.5546875,104713.1015625,103911.2734375,104713.1015625,447500288,46859143106592.0
2025-05-18 14:00:00+00:00,104743.2265625,105521.4296875,104565.3203125,105268.3984375,230506496,24265049663360.0
2025-05-18 15:00:00+00:00,105266.921875,105633.53125,105014.953125,105519.203125,2699210752,284818567617472.0
2025-05-18 16:00:00+00:00,105527.609375,105896.2421875,105181.0,105896.2421875,676499456,71638750232288.0
2025-05-18 17:00:00+00:00,105844.859375,105859.640625,104985.5859375,104985.5859375,1188614144,124787352361440.0
2025-05-18 18:00:00+00:00,104874.0859375,104874.0859375,104125.65625,104397.53125,1924038656,200864885715968.0
